final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
98,True,1.0,Some of the time,",Mario Kart,,,","Not really these days, because my kids usually want to play against me. But years ago I would play a game called Unreal Tournament and the gametype my team played was Capture the Flag and that certainly made me a better **team player**. We had to get to know what position everyone felt most comfortable being to help our team succeed and it was a lot of fun doing that and seeing how things played out against other clans (**teams**).",INT-GRP,Low Frequency
98,True,1.0,Some of the time,",Mario Kart,,,","Not really these days, because my kids usually want to play against me. But years ago I would play a game called Unreal Tournament and the gametype my team played was Capture the Flag and that certainly made me a better team player. We had to get to know what position everyone felt most comfortable being to **help** our team succeed and it was a lot of fun doing that and seeing how things played out against other clans (teams).",INT-OTH,Low Frequency
98,True,1.0,Some of the time,"Super Smash Bros.,Chess,Pokemon BD,Rocket League,Rainbow Six Siege","Yes gaming has made me a better team player. I played more team based games when I was younger. I **quickly** learned that the team that communicated, worked together, and put their differences aside to focus on the objective was almost always the team that won.",COM-EFF,Low Frequency
98,True,1.0,Some of the time,"Super Smash Bros.,Chess,Pokemon BD,Rocket League,Rainbow Six Siege","Yes gaming has made me a better team player. I played more team based games when I was younger. I quickly learned that the team that communicated, worked together, and put their differences aside to focus on the **objective** was almost always the team that won.",PRO-GOL,Low Frequency
98,True,1.0,Some of the time,"Super Smash Bros.,Chess,Pokemon BD,Rocket League,Rainbow Six Siege","Yes gaming has made me a better **team player**. I played more **team based games** when I was younger. I quickly learned that the team that communicated, worked together, and put their differences aside to focus on the objective was almost always the team that won.",INT-GRP,Low Frequency
98,True,7.0,Most of the time,"Terraria,League of Legends,Stardew Valley,Hollow Knight,Dark Souls III","Absolutely, League of Legends, the game I play the most, is a 5v5 team game. I have to work with my team extensively if I want to win. I have to set aside the differences in playstyle between me and my teammates and do what gives us the best odds of winning.",UNCODED,High Frequency
98,True,3.0,Half of the time,"Spiderman PS4,Minecraft,Super Smash bros,Valorant,breath of the wild",Gaming with a team allows the players the opportunity to understand how each team member communicates. Some team members yell and some give helpful hints. Sometimes the best way to see a team members behavior is through putting them in a safe but **stressful** situation like a video game.,COM-PSR,Low Frequency
98,True,5.0,Most of the time,"Legion Tower Defense 2,Rocket League,Rust,Halo,World of Warcraft","Gaming makes me a better team player as it puts players with other players (some who they have no idea who they are) and forces them to work together towards a goal. This helps create leadership skills and team cohesion. Some games require certain members of the team to perform certain tasks in order for the group to succeed. This resembles development teams in the field, as each member of the team will be assigned a **specific** role depending on their strengths in order to allow the team to succeed.",COM-CLR,High Frequency
98,True,5.0,Most of the time,"Legion Tower Defense 2,Rocket League,Rust,Halo,World of Warcraft","Gaming makes me a better team player as it puts players with other players (some who they have no idea who they are) and forces them to **work together** towards a goal. This helps create leadership skills and team **cohesion**. Some games require certain members of the team to perform certain tasks in order for the group to succeed. This resembles development teams in the field, as each member of the team will be assigned a specific role depending on their strengths in order to allow the team to succeed.",CLB-COP,High Frequency
98,True,5.0,Most of the time,"Legion Tower Defense 2,Rocket League,Rust,Halo,World of Warcraft","Gaming makes me a better team player as it puts players with other players (some who they have no idea who they are) and forces them to work together towards a goal. This helps create leadership **skills** and team cohesion. Some games require certain members of the team to perform certain tasks in order for the group to succeed. This resembles development teams in the field, as each member of the team will be assigned a specific **role** depending on their **strengths** in order to allow the team to succeed.",CLB-MNG,High Frequency
